temperature,humidity,moisture,soil_type,crop_type,nitrogen,potassium,phosphorous,fertilizer_name,field_capacity,wilting_point,clay_fraction,cec_baseline,om_baseline,vpd_kpa,smd,saturation_excess,soil_temp_estimate,q10_proxy,t_max_est,t_min_est,et0_estimate,n_mineralization_index,k_depletion_proxy,n_leach_risk,general_stress,p_immobility_index
34.15,63.96,47.64,Red,Barley,11,0,14,14-35-14,0.22,0.1,0.3,12.0,1.0,1.9331304794759943,-0.25639999999999996,0.25639999999999996,30.735,0.9212973479185511,39.15,29.15,14.358100356558316,0.9212973479185511,2.313006785553168,0.17947999999999997,-0.4956546549376449,0.1
30.7,57.71,38.36,Sandy,Wheat,9,4,18,28-28,0.1,0.04,0.05,5.0,0.5,1.8677078381936467,-0.28359999999999996,0.28359999999999996,27.63,0.5190760182253945,35.7,25.7,13.404578773687746,0.25953800911269725,5.0071673686601565,0.26941999999999994,-0.5296819429117181,0.1
34.89,53.79,37.58,Red,Ground Nuts,23,2,22,Urea,0.22,0.1,0.3,12.0,1.0,2.5824858585453203,-0.15579999999999997,0.15579999999999997,31.401,0.7845984725452767,39.89,29.89,14.562623826507364,0.7845984725452767,3.133980841272534,0.10905999999999998,-0.40235129676136083,0.1
26.7,63.42,24.65,Sandy,Cotton,13,1,42,17-17-17,0.1,0.04,0.05,5.0,0.5,1.2814224517524049,-0.1465,0.1465,24.03,0.22048110365011708,31.7,21.7,12.299046503692878,0.11024055182505854,3.1520548649957942,0.139175,-0.1877283891817273,0.1
23.75,61.43,52.94,Black,Ground Nuts,37,0,0,DAP,0.45,0.28,0.55,35.0,1.5,1.133739788193272,-0.07939999999999997,0.07939999999999997,21.375,0.3489292884535777,28.75,18.75,11.483716454571663,0.5233939326803665,0.37198703602507627,0.035729999999999984,-0.09001893918254576,0.1
25.73,52.9,46.14,Red,Cotton,21,0,18,20-20,0.22,0.1,0.3,12.0,1.0,1.5581436225369998,-0.24140000000000003,0.24140000000000003,23.157,0.3732768411188737,30.73,20.73,12.030954928219124,0.3732768411188737,1.5621629745362262,0.16898000000000002,-0.3761358704804318,0.1
25.36,50.91,24.39,Loamy,Wheat,13,0,10,20-20,0.25,0.12,0.2,15.0,2.0,1.5887214833745673,0.006099999999999994,0.0,22.824,0.18990392857858612,30.36,20.36,11.928693193244598,0.37980785715717225,1.2634247429794443,0.0,0.009691201048584851,0.1
36.35,61.89,65.38,Black,Sugarcane,39,0,0,DAP,0.45,0.28,0.55,35.0,1.5,2.307956456915802,-0.20379999999999993,0.20379999999999993,32.715,1.587675846831709,41.35,31.35,14.966143105055494,2.3815137702475635,0.9868916175553925,0.09170999999999996,-0.47036152591944025,0.1
21.91,46.66,45.27,Black,Millets,24,0,21,14-35-14,0.45,0.28,0.55,35.0,1.5,1.4025551530980895,-0.0027000000000000357,0.0027000000000000357,19.719,0.2466362685781281,26.91,16.91,10.975171610374028,0.36995440286719217,0.4398080999504557,0.001215000000000016,-0.003786898913364892,0.1
26.44,65.84,50.2,Clayey,Pulses,10,0,9,28-28,0.4,0.25,0.5,30.0,2.5,1.1784750044871255,-0.10199999999999998,0.10199999999999998,23.796000000000003,0.43709043540484505,31.44,21.44,12.227186906143213,1.0927260885121126,0.4803144714694015,0.05099999999999999,-0.12020445045768678,0.1
28.93,50.28,20.33,Red,Wheat,8,0,12,Urea,0.22,0.1,0.3,12.0,1.0,1.983580446298964,0.01670000000000002,0.0,26.037,0.22904940453984393,33.93,23.93,12.915380744215016,0.22904940453984393,2.1348913917275887,0.0,0.03312579345319274,0.1
30.06,53.68,70.0,Sandy,Maize,7,6,34,20-20,0.1,0.04,0.05,5.0,0.5,1.9721616780571907,-0.6,0.6,27.054,0.8865081642851789,35.06,25.06,13.227693610488567,0.44325408214258943,5.217430085537503,0.57,-1.1832970068343143,0.1
35.29,64.13,46.59,Clayey,Pulses,16,13,13,14-35-14,0.4,0.25,0.5,30.0,2.5,2.049408446514398,-0.06590000000000001,0.06590000000000001,31.761,1.0138254393840993,40.29,30.29,14.673177053506853,2.5345635984602484,1.002377766355273,0.03295000000000001,-0.13505601662529887,0.1
24.61,63.9,70.0,Loamy,Pulses,41,2,0,DAP,0.25,0.12,0.2,15.0,2.0,1.117269674792404,-0.44999999999999996,0.44999999999999996,22.149,0.5043221926942956,29.61,19.61,11.72140589262056,1.0086443853885911,0.8730647566505293,0.36,-0.5027713536565818,0.1
29.38,60.44,45.57,Clayey,Millets,19,0,22,14-35-14,0.4,0.25,0.5,30.0,2.5,1.619779022008978,-0.05569999999999997,0.05569999999999997,26.442,0.5378957124111534,34.379999999999995,24.38,13.039753124589431,1.3447392810278835,0.7040506187795328,0.027849999999999986,-0.09022169152590004,0.1
30.2,51.16,32.5,Red,Barley,20,0,19,DAP,0.22,0.1,0.3,12.0,1.0,2.096204517949058,-0.10500000000000001,0.10500000000000001,27.18,0.41760047847019655,35.2,25.2,13.266387239938386,0.41760047847019655,2.3174217391017145,0.0735,-0.2201014743846511,0.1
32.46,68.2,64.77,Sandy,Sugarcane,11,0,9,14-35-14,0.1,0.04,0.05,5.0,0.5,1.551768677381288,-0.5477,0.5477,29.214000000000002,1.0515679617411877,37.46,27.46,13.891012972485484,0.5257839808705939,4.311127765560022,0.520315,-0.8499037046017314,0.1
24.26,53.19,67.73,Clayey,Oil seeds,34,0,4,DAP,0.4,0.25,0.5,30.0,2.5,1.4187184044806522,-0.2773,0.2773,21.834000000000003,0.47060744962289014,29.26,19.26,11.624671818996012,1.1765186240572254,0.5497378618552408,0.13865,-0.39341061356248486,0.1
37.9,75.51,25.35,Clayey,Ground Nuts,11,0,35,DAP,0.4,0.25,0.5,30.0,2.5,1.6136508829486313,0.14650000000000002,0.0,34.11,0.7227141829404298,42.9,32.9,15.394536859678501,1.8067854573510744,0.8280469332068489,0.0,0.23639985435197453,0.1
31.1,55.48,46.43,Sandy,Cotton,34,0,2,Urea,0.1,0.04,0.05,5.0,0.5,2.011517057091328,-0.36429999999999996,0.36429999999999996,27.990000000000002,0.6548334280847581,36.1,26.1,13.515132000687233,0.32741671404237904,5.437183709644644,0.3460849999999999,-0.7327956638983707,0.1
31.75,62.4,34.97,Black,Wheat,17,0,15,Urea,0.45,0.28,0.55,35.0,1.5,1.7626933561010611,0.1003,0.0,28.575,0.5275273139814651,36.75,26.75,13.694780994561395,0.7912909709721977,0.6897056992106415,0.0,0.17679814361693644,0.1
27.29,57.56,53.09,Black,Pulses,15,11,11,20-20,0.45,0.28,0.55,35.0,1.5,1.5390655612736035,-0.08090000000000003,0.08090000000000003,24.561,0.5047628321178346,32.29,22.29,12.462112513517122,0.7571442481767519,0.5480002340077436,0.03640500000000001,-0.12451040390703456,0.1
26.71,55.89,69.87,Loamy,Paddy,15,0,40,14-35-14,0.25,0.12,0.2,15.0,2.0,1.5461123313119376,-0.4487000000000001,0.4487000000000001,24.039,0.6255970448773409,31.71,21.71,12.301810334367866,1.2511940897546818,1.2679987103617858,0.3589600000000001,-0.6937406030596666,0.1
29.25,56.07,33.6,Black,Oil seeds,21,0,18,DAP,0.45,0.28,0.55,35.0,1.5,1.7852774042837734,0.11399999999999999,0.0,26.325,0.39130455113770396,34.25,24.25,13.003823325814604,0.5869568267065559,0.6632980557964309,0.0,0.20352162408835014,0.1
29.73,58.67,29.64,Red,Barley,17,0,20,17-17-17,0.22,0.1,0.3,12.0,1.0,1.7266827610929072,-0.0764,0.0764,26.757,0.36276850132310207,34.730000000000004,24.73,13.136487198213992,0.36276850132310207,1.8902121655394801,0.05347999999999999,-0.1319185629474981,0.1
31.62,57.88,42.77,Clayey,Oil seeds,10,12,18,14-35-14,0.4,0.25,0.5,30.0,2.5,1.9601053272415196,-0.027700000000000002,0.027700000000000002,28.458000000000002,0.6365684893248983,36.620000000000005,26.62,13.658851195786566,1.5914212233122458,0.8924262330953483,0.013850000000000001,-0.0542949175645901,0.1
25.93,54.07,23.84,Loamy,Maize,8,13,12,14-35-14,0.25,0.12,0.2,15.0,2.0,1.5375321845423642,0.0116,0.0,23.337,0.19690176217351532,30.93,20.93,12.086231541718869,0.39380352434703064,1.2388646656815892,0.0,0.017835373340691425,0.1
26.47,55.37,59.34,Sandy,Maize,11,1,12,20-20,0.1,0.04,0.05,5.0,0.5,1.5423996868923424,-0.49340000000000006,0.49340000000000006,23.823,0.5182790002886568,31.47,21.47,12.235478398168175,0.2591395001443284,3.7743996100625226,0.46873000000000004,-0.7610200055126819,0.1
21.92,53.0,33.57,Black,Barley,18,0,42,17-17-17,0.45,0.28,0.55,35.0,1.5,1.23660124032158,0.11430000000000001,0.0,19.728,0.18308268913550557,26.92,16.92,10.977935441049013,0.2746240337032584,0.3878665309306126,0.0,0.1413435217687566,0.1
24.35,58.11,34.04,Clayey,Oil seeds,4,0,10,28-28,0.4,0.25,0.5,30.0,2.5,1.276463818390225,0.05960000000000004,0.0,21.915000000000003,0.23873314898423992,29.35,19.35,11.649546295070897,0.5968328724605998,0.49567414487732986,0.0,0.07607724357605747,0.1
29.55,45.99,50.06,Red,Sugarcane,9,4,10,10-26-26,0.22,0.1,0.3,12.0,1.0,2.2331885588472735,-0.28060000000000007,0.28060000000000007,26.595000000000002,0.6013832262516918,34.55,24.55,13.086738246064217,0.6013832262516918,2.4354295103116366,0.19642000000000004,-0.6266327096125451,0.1
28.29,60.24,33.44,Black,Pulses,33,0,2,DAP,0.45,0.28,0.55,35.0,1.5,1.528464798467854,0.11560000000000004,0.0,25.461,0.35260656238668026,33.29,23.29,12.738495581015837,0.5289098435800204,0.556295488029172,0.0,0.17669053070288399,0.1
31.31,73.26,70.0,Loamy,Pulses,11,2,41,14-35-14,0.25,0.12,0.2,15.0,2.0,1.22268406839015,-0.44999999999999996,0.44999999999999996,28.179,1.0089498687674068,36.31,26.31,13.573172444861962,2.0178997375348136,1.1063801137229934,0.36,-0.5502078307755675,0.1
30.05,58.21,23.31,Loamy,Cotton,43,0,0,17-17-17,0.25,0.12,0.2,15.0,2.0,1.7782685056803058,0.016900000000000026,0.0,27.045,0.2949018372977432,35.05,25.05,13.224929779813573,0.5898036745954864,1.567831741151737,0.0,0.030052737745997215,0.1
31.27,62.18,32.06,Sandy,Paddy,21,4,24,14-35-14,0.1,0.04,0.05,5.0,0.5,1.725390954458251,-0.2206,0.2206,28.143,0.46018990450737585,36.269999999999996,26.27,13.562117122162007,0.23009495225368792,4.679990841176339,0.20956999999999998,-0.38062124455349017,0.1
32.51,61.45,70.0,Loamy,Ground Nuts,10,1,32,Urea,0.25,0.12,0.2,15.0,2.0,1.8864570092479305,-0.44999999999999996,0.44999999999999996,29.259,1.1423757167846056,37.51,27.509999999999998,13.90483212586042,2.284751433569211,1.7487245350830127,0.36,-0.8489056541615686,0.1
23.98,44.94,20.0,Sandy,Oil seeds,14,11,13,28-28,0.1,0.04,0.05,5.0,0.5,1.640973735001878,-0.1,0.1,21.582,0.1349962994455168,28.98,18.98,11.54728456009637,0.0674981497227584,3.789758134742172,0.095,-0.16409737350018783,0.1
30.28,69.29,53.16,Sandy,Tobacco,39,1,2,10-26-26,0.1,0.04,0.05,5.0,0.5,1.3241191078104788,-0.4316,0.4316,27.252000000000002,0.6887451556057286,35.28,25.28,13.288497885338282,0.3443725778028643,3.519110792815112,0.41001999999999994,-0.5714898069310026,0.1
28.02,54.85,55.71,Sandy,Sugarcane,10,9,18,20-20,0.1,0.04,0.05,5.0,0.5,1.708626975410163,-0.45710000000000006,0.45710000000000006,25.218,0.5712430392573946,33.019999999999996,23.02,12.663872152791178,0.2856215196286973,4.327566714680916,0.43424500000000005,-0.7810133904599856,0.1
28.66,56.26,39.29,Black,Sugarcane,37,0,1,DAP,0.45,0.28,0.55,35.0,1.5,1.7179506360771137,0.05710000000000004,0.0,25.794,0.4304646155151731,33.66,23.66,12.840757315990357,0.6456969232727596,0.6302796342490711,0.0,0.09809498132000326,0.1
30.85,70.39,29.35,Black,Millets,22,0,26,10-26-26,0.45,0.28,0.55,35.0,1.5,1.318938708756772,0.15649999999999997,0.0,27.765,0.40336934831052756,35.85,25.85,13.446036233812553,0.6050540224657913,0.5066999333748999,0.0,0.2064139079204348,0.1
24.51,62.55,65.83,Loamy,Pulses,13,4,5,Urea,0.25,0.12,0.2,15.0,2.0,1.1521447399550642,-0.4083,0.4083,22.059,0.4693955271354235,29.51,19.51,11.693767585870688,0.938791054270847,0.8981941876211961,0.32664000000000004,-0.4704206973236527,0.1
22.33,56.84,29.98,Black,Ground Nuts,18,4,23,14-35-14,0.45,0.28,0.55,35.0,1.5,1.164275856142943,0.1502,0.0,20.096999999999998,0.17059129119651412,27.33,17.33,11.091252498723486,0.25588693679477115,0.3689507856756812,0.0,0.17487423359267004,0.1
29.75,55.39,28.42,Sandy,Tobacco,42,1,4,14-35-14,0.1,0.04,0.05,5.0,0.5,1.8658578104292314,-0.1842,0.1842,26.775000000000002,0.34855750217703524,34.75,24.75,13.142014859563963,0.17427875108851762,4.9042262140988875,0.17499,-0.34369100868106445,0.1
28.27,52.86,22.36,Clayey,Ground Nuts,41,0,2,10-26-26,0.4,0.25,0.5,30.0,2.5,1.8100641480883355,0.17640000000000003,0.0,25.443,0.23528645782706664,33.269999999999996,23.27,12.732967919665859,0.5882161445676666,0.768249624338203,0.0,0.3192953157227824,0.1
33.27,67.2,40.49,Loamy,Paddy,17,0,12,10-26-26,0.25,0.12,0.2,15.0,2.0,1.6750404605133533,-0.15490000000000004,0.15490000000000004,29.943000000000005,0.7148588588785119,38.27,28.270000000000003,14.114883257159446,1.4297177177570237,1.5762000367443052,0.12392000000000003,-0.2594637673335185,0.1
38.53,70.2,28.94,Loamy,Millets,10,0,32,17-17-17,0.25,0.12,0.2,15.0,2.0,2.031461391263467,-0.03939999999999999,0.03939999999999999,34.677,0.8806540008188396,43.53,33.53,15.568658192202694,1.7613080016376792,2.1084752020824973,0.03151999999999999,-0.08003957881578058,0.1
25.2,60.02,69.92,Sandy,Oil seeds,8,14,31,20-20,0.1,0.04,0.05,5.0,0.5,1.281643754717692,-0.5992000000000001,0.5992000000000001,22.68,0.5354656939987893,30.2,20.2,11.884471902444803,0.26773284699939465,3.046331838377254,0.5692400000000001,-0.7679609378268412,0.1
23.66,55.66,31.32,Red,Wheat,38,0,2,20-20,0.22,0.1,0.3,12.0,1.0,1.2963076307546268,-0.09319999999999998,0.09319999999999998,21.294,0.20451717639691133,28.66,18.66,11.45884197849678,0.20451717639691133,1.2378486913614017,0.06523999999999998,-0.12081587118633119,0.1
35.01,71.58,39.2,Black,Wheat,9,0,16,14-35-14,0.45,0.28,0.55,35.0,1.5,1.598849426299866,0.057999999999999996,0.0,31.509,0.8286491458453471,40.01,30.009999999999998,14.595789794607212,1.2429737187680208,0.6667562897000338,0.0,0.09273326672539223,0.1
36.92,69.78,32.64,Clayey,Maize,12,2,31,14-35-14,0.4,0.25,0.5,30.0,2.5,1.8880019409687208,0.0736,0.0,33.228,0.8407914268493869,41.92,31.92,15.123681453529759,2.101978567123467,0.9517846646285609,0.0,0.13895694285529783,0.1
23.74,47.23,43.64,Red,Tobacco,18,0,19,10-26-26,0.22,0.1,0.3,12.0,1.0,1.5502068849477368,-0.2164,0.2164,21.366,0.2873351354831157,28.74,18.74,11.480952623896679,0.2873351354831157,1.4831543169436179,0.15148,-0.33546476990269025,0.1
30.51,48.99,28.68,Black,Tobacco,6,0,11,14-35-14,0.45,0.28,0.55,35.0,1.5,2.2285121260480167,0.1632,0.0,27.459000000000003,0.380531937246978,35.510000000000005,25.51,13.35206599086299,0.570797905870467,0.8501497419551857,0.0,0.36369317897103637,0.1
27.02,68.83,33.05,Black,Tobacco,0,16,19,Urea,0.45,0.28,0.55,35.0,1.5,1.1126211570665618,0.11950000000000005,0.0,24.318,0.3055693199111447,32.019999999999996,22.02,12.387489085292463,0.4583539798667171,0.3937880696922144,0.0,0.1329582282694542,0.1
27.77,42.89,59.1,Red,Barley,6,2,13,Urea,0.22,0.1,0.3,12.0,1.0,2.129976775980218,-0.371,0.371,24.993,0.5905244364400142,32.769999999999996,22.77,12.5947763859165,0.5905244364400142,2.2355484333888507,0.2597,-0.7902213838886608,0.1
39.65,63.55,47.33,Red,Cotton,3,12,30,Urea,0.22,0.1,0.3,12.0,1.0,2.6386657205504402,-0.25329999999999997,0.25329999999999997,35.685,1.6172855507610042,44.65,34.65,15.878207227801255,1.6172855507610042,3.4914400929829505,0.17730999999999997,-0.6683740270154265,0.1
37.27,64.08,36.28,Red,Barley,15,4,45,20-20,0.22,0.1,0.3,12.0,1.0,2.287272047430939,-0.1428,0.1428,33.543000000000006,0.9690311115527959,42.27,32.27,15.220415527154312,0.9690311115527959,2.901102582128658,0.09996000000000001,-0.3266224483731381,0.1
27.93,64.17,62.13,Black,Pulses,7,0,6,20-20,0.45,0.28,0.55,35.0,1.5,1.348838767173587,-0.17130000000000006,0.17130000000000006,25.137,0.6311660976044742,32.93,22.93,12.6389976767163,0.9467491464067113,0.4870848584163385,0.07708500000000001,-0.23105608081683554,0.1
29.95,61.75,36.58,Black,Sugarcane,37,0,0,28-28,0.45,0.28,0.55,35.0,1.5,1.6183236818068925,0.08420000000000005,0.0,26.955,0.4580194891585485,34.95,24.95,13.197291473063707,0.6870292337378228,0.6102139807590619,0.0,0.13626285400814042,0.1
24.97,59.24,47.46,Sandy,Paddy,26,0,21,20-20,0.1,0.04,0.05,5.0,0.5,1.2888806968483455,-0.37460000000000004,0.37460000000000004,22.473,0.35491110298920947,29.97,19.97,11.820903796920096,0.17745555149460474,3.0471469446303256,0.35587,-0.4828147090393903,0.1
27.68,61.68,59.47,Clayey,Paddy,18,0,36,17-17-17,0.4,0.25,0.5,30.0,2.5,1.4216989392363901,-0.19469999999999998,0.19469999999999998,24.912,0.5887119864533599,32.68,22.68,12.56990190984162,1.4717799661333997,0.5956872070509102,0.09734999999999999,-0.27680478346932513,0.1
23.82,47.74,30.62,Black,Cotton,2,20,12,17-17-17,0.45,0.28,0.55,35.0,1.5,1.5426267938002,0.14379999999999998,0.0,21.438000000000002,0.20328490809460012,28.82,18.82,11.503063269296577,0.3049273621419002,0.5069981031427379,0.0,0.22182973294846875,0.1
34.57,69.61,57.23,Clayey,Pulses,38,0,0,DAP,0.4,0.25,0.5,30.0,2.5,1.6685384746100387,-0.1722999999999999,0.1722999999999999,31.113,1.1559274981649146,39.57,29.57,14.474181244907776,2.8898187454122866,0.805024276520255,0.08614999999999995,-0.2874891791753095,0.1
35.1,70.14,56.12,Loamy,Pulses,16,0,44,20-20,0.25,0.12,0.2,15.0,2.0,1.6882344585018991,-0.3111999999999999,0.3111999999999999,31.590000000000003,1.1974233851355012,40.1,30.1,14.620664270682099,2.3948467702710023,1.6455406151968706,0.24895999999999996,-0.5253785634857909,0.1
33.71,59.42,29.32,Black,Barley,16,0,38,14-35-14,0.45,0.28,0.55,35.0,1.5,2.123945046462177,0.1568,0.0,30.339000000000002,0.5417691401467531,38.71,28.71,14.236491806858881,0.8126537102201297,0.8639293214907797,0.0,0.33303458328526936,0.1
24.75,45.31,49.7,Clayey,Cotton,23,0,23,10-26-26,0.4,0.25,0.5,30.0,2.5,1.706825923931052,-0.09700000000000003,0.09700000000000003,22.275000000000002,0.3632949453948422,29.75,19.75,11.760099522070382,0.9082373634871055,0.6690814244092967,0.048500000000000015,-0.1655621146213121,0.1
37.36,59.64,53.7,Loamy,Millets,3,12,31,10-26-26,0.25,0.12,0.2,15.0,2.0,2.5825974626620565,-0.28700000000000003,0.28700000000000003,33.624,1.4477386908045653,42.36,32.36,15.245290003229192,2.8954773816091306,2.6248298186591286,0.22960000000000003,-0.7412054717840103,0.1
32.22,56.29,48.76,Black,Maize,35,0,2,10-26-26,0.45,0.28,0.55,35.0,1.5,2.104289767217669,-0.03759999999999997,0.03759999999999997,28.998,0.7722168447823079,37.22,27.22,13.824681036285792,1.1583252671734618,0.8311752811344101,0.016919999999999984,-0.07912129524738429,0.1
32.35,48.81,46.33,Loamy,Paddy,31,3,0,20-20,0.25,0.12,0.2,15.0,2.0,2.4825243882550434,-0.2133,0.2133,29.115000000000002,0.7436717880624346,37.35,27.35,13.860610835060628,1.4873435761248692,2.293953628943341,0.17064000000000001,-0.5295224520148007,0.1
40.0,80.0,59.99,Clayey,Cotton,42,0,0,10-26-26,0.4,0.25,0.5,30.0,2.5,1.4751227186124094,-0.19989999999999997,0.19989999999999997,36.0,2.1255013323917784,45.0,35.0,15.974941301425806,5.313753330979446,0.7854999614077632,0.09994999999999998,-0.2948770314506206,0.1
25.85,62.32,48.82,Red,Cotton,33,3,0,DAP,0.22,0.1,0.3,12.0,1.0,1.2554028945426494,-0.2682,0.2682,23.265,0.3998942583194436,30.85,20.85,12.064120896318972,0.3998942583194436,1.2621110244459415,0.18774,-0.33669905631633856,0.1
30.61,66.36,42.09,Red,Barley,8,22,18,DAP,0.22,0.1,0.3,12.0,1.0,1.478074335512935,-0.20090000000000005,0.20090000000000005,27.549,0.5642685416041456,35.61,25.61,13.379704297612859,0.5642685416041456,1.6480164615878075,0.14063000000000003,-0.29694513400454875,0.1
34.51,54.79,54.12,Loamy,Maize,5,6,26,28-28,0.25,0.12,0.2,15.0,2.0,2.473972848565239,-0.2912,0.2912,31.058999999999997,1.0863447465494485,39.51,29.509999999999998,14.457598260857853,2.172689493098897,2.3845137035217565,0.23296000000000003,-0.7204208935021976,0.1
29.66,43.74,43.31,Red,Paddy,35,3,2,20-20,0.22,0.1,0.3,12.0,1.0,2.3409879515683656,-0.21310000000000004,0.21310000000000004,26.694,0.5262511910229725,34.66,24.66,13.117140383489073,0.5262511910229725,2.558922299731564,0.14917000000000002,-0.4988645324792188,0.1
31.75,46.82,37.35,Red,Maize,16,0,15,DAP,0.22,0.1,0.3,12.0,1.0,2.493085975464213,-0.1535,0.1535,28.575,0.5634299450159486,36.75,26.75,13.694780994561395,0.5634299450159486,2.8451888695495713,0.10744999999999999,-0.3826886972337567,0.1
25.43,68.65,39.28,Red,Oil seeds,20,0,17,10-26-26,0.22,0.1,0.3,12.0,1.0,1.0188204700227796,-0.17280000000000004,0.17280000000000004,22.887,0.30806339092257123,30.43,20.43,11.948040007969508,0.30806339092257123,1.0144089780642058,0.12096000000000001,-0.17605217721993635,0.1
30.97,58.53,29.79,Loamy,Wheat,10,21,13,17-17-17,0.25,0.12,0.2,15.0,2.0,1.8598983608651585,-0.0479,0.0479,27.873,0.41453311371477053,35.97,25.97,13.479202201912397,0.8290662274295411,1.6713297387404602,0.03832,-0.08908913148544109,0.1
28.58,71.66,46.04,Red,Oil seeds,10,12,9,10-26-26,0.22,0.1,0.3,12.0,1.0,1.1079449899090323,-0.24039999999999997,0.24039999999999997,25.721999999999998,0.5002588561961804,33.58,23.58,12.818646670590464,0.5002588561961804,1.1835296130079,0.16827999999999999,-0.26634997557413137,0.1
29.87,63.64,61.4,Black,Wheat,15,16,10,20-20,0.45,0.28,0.55,35.0,1.5,1.5313119414271354,-0.16399999999999998,0.16399999999999998,26.883000000000003,0.7624522839880593,34.870000000000005,24.87,13.17518082766381,1.143678425982089,0.5764374780532412,0.07379999999999998,-0.2511351583940502,0.1
25.09,54.56,34.08,Red,Maize,19,0,21,28-28,0.22,0.1,0.3,12.0,1.0,1.4471729088014254,-0.12079999999999999,0.12079999999999999,22.581,0.25803901513832,30.09,20.09,11.854069765019945,0.25803901513832,1.4295740519149116,0.08455999999999998,-0.17481848738321218,0.1
29.76,45.13,30.91,Red,Cotton,35,2,0,DAP,0.22,0.1,0.3,12.0,1.0,2.2963117106508593,-0.08909999999999998,0.08909999999999998,26.784000000000002,0.3794887109166685,34.760000000000005,24.76,13.144778690238951,0.3794887109166685,2.515375770025797,0.06236999999999999,-0.20460137341899154,0.1
31.38,69.36,35.4,Black,Tobacco,35,3,0,Urea,0.45,0.28,0.55,35.0,1.5,1.4065912323085241,0.09600000000000003,0.0,28.242,0.5139504772926574,36.379999999999995,26.38,13.592519259586865,0.7709257159389862,0.5462605261577039,0.0,0.13503275830161834,0.1
36.7,70.28,23.31,Sandy,Ground Nuts,37,0,0,10-26-26,0.1,0.04,0.05,5.0,0.5,1.834617221429025,-0.13309999999999997,0.13309999999999997,33.03,0.586937033664771,41.7,31.700000000000003,15.06287717868004,0.2934685168323855,5.526922775255329,0.12644499999999997,-0.24418755217220317,0.1
26.91,44.27,23.76,Loamy,Barley,18,0,45,10-26-26,0.25,0.12,0.2,15.0,2.0,1.9764968985364006,0.012399999999999994,0.0,24.219,0.21719022609583302,31.91,21.91,12.357086947867609,0.43438045219166604,1.6282496018269978,0.0,0.024508561541851357,0.1
30.83,53.08,47.02,Black,Oil seeds,7,0,5,DAP,0.45,0.28,0.55,35.0,1.5,2.0876088233615517,-0.020199999999999996,0.020199999999999996,27.747,0.6448792797536788,35.83,25.83,13.440508572462576,0.9673189196305181,0.8016721224668414,0.009089999999999997,-0.042169698231903335,0.1
31.98,55.89,57.6,Red,Barley,37,4,0,17-17-17,0.22,0.1,0.3,12.0,1.0,2.094962229748429,-0.3560000000000001,0.3560000000000001,28.782,0.8898364312256352,36.980000000000004,26.98,13.758349100086102,0.8898364312256352,2.401935142364472,0.24920000000000006,-0.7458065537904409,0.1
30.46,48.84,33.31,Red,Paddy,23,1,25,14-35-14,0.22,0.1,0.3,12.0,1.0,2.2286876859638824,-0.1131,0.1131,27.414,0.4396824426955014,35.46,25.46,13.338246837488054,0.4396824426955014,2.4772322065880266,0.07917,-0.25206457728251513,0.1
29.24,54.29,47.85,Clayey,Paddy,14,9,32,Urea,0.4,0.25,0.5,30.0,2.5,1.8565438508705223,-0.07850000000000001,0.07850000000000001,26.316,0.5566831409874474,34.239999999999995,24.24,13.001059495139613,1.3917078524686186,0.8045679020167754,0.03925000000000001,-0.14573869229333603,0.1
31.38,67.84,59.74,Loamy,Maize,12,0,34,10-26-26,0.25,0.12,0.2,15.0,2.0,1.4763699096293128,-0.34740000000000004,0.34740000000000004,28.242,0.8673277263690214,36.379999999999995,26.38,13.592519259586865,1.734655452738043,1.3378390953940635,0.27792000000000006,-0.5128909066052233,0.1
29.08,54.19,61.72,Clayey,Maize,41,0,1,14-35-14,0.4,0.25,0.5,30.0,2.5,1.8435014689318328,-0.21719999999999995,0.21719999999999995,26.172,0.7062527106127275,34.08,24.08,12.956838204339823,1.7656317765318188,0.7961983420804184,0.10859999999999997,-0.400408519051994,0.1
40.0,60.8,50.41,Black,Cotton,12,10,23,10-26-26,0.45,0.28,0.55,35.0,1.5,2.8912405284803233,-0.05409999999999998,0.05409999999999998,36.0,1.786073048272538,45.0,35.0,15.974941301425806,2.679109572408807,1.3196399351650425,0.024344999999999988,-0.15641611259078544,0.1
23.18,53.55,20.0,Black,Ground Nuts,19,15,15,17-17-17,0.45,0.28,0.55,35.0,1.5,1.3192590269892703,0.25,0.0,20.862000000000002,0.12426885035001159,28.18,18.18,11.326178106097398,0.1864032755250174,0.4269189345073494,0.0,0.3298147567473176,0.1
32.61,54.79,70.0,Black,Barley,40,4,0,Urea,0.45,0.28,0.55,35.0,1.5,2.2248514317614805,-0.24999999999999994,0.24999999999999994,29.349,1.1542607041674249,37.61,27.61,13.932470432610291,1.7313910562511374,0.8856479082847857,0.11249999999999996,-0.55621285794037,0.1
36.12,72.17,33.4,Sandy,Paddy,9,0,37,Urea,0.1,0.04,0.05,5.0,0.5,1.6642966742545662,-0.23399999999999996,0.23399999999999996,32.507999999999996,0.791999684120584,41.12,31.119999999999997,14.902574999530787,0.395999842060292,4.960461201909666,0.22229999999999994,-0.3894454217755684,0.1
